,Country,Protest Name,Start Date,Freedom Rating (Status),Triggers,Motivations,Peak Size,Key Participants,Duration,Outcomes,Active protests,Economic motivation?,Political motivation?,Corruption motivation?,Size category,Protests with a significant outcome,"Large protests (Over 100,000 protesting)",Violent government response,Long protests (more than 3 months),Coronavirus-related protests,Capital city,Country name,Regional indicator,Ladder score,Standard error of ladder score,upperwhisker,lowerwhisker,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,Ladder score in Dystopia,Explained by: Log GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption,Dystopia + residual,Ladder Range
304,United Kingdom,Coronavirus lockdown protests,May-20,Free,Enactment of lockdown measures to combat the spread of the coronavirus.,"Skepticism about the coronavirus and vaccines, and concerns over the balance between public health restrictions and freedom.",">10,000","General public, especially far-left and far-right activists, anti-vaxxers, and conspiracy theorists.","15 months, intermittently",No policy/leadership change in response to the protests.,,,X,,Tens of thousands,,,,X,X,London,United Kingdom,Western Europe,7.064,0.038,7.138,6.99,10.707,0.934,72.5,0.859,0.233,0.459,2.43,1.423,1.062,0.757,0.58,0.34,0.306,2.596,0.1479999999999997
305,United Kingdom,Kill the bill protests,Mar-21,Free,"Introduction of a crime bill that broadens police powers to regulate protests, and aggressive police response to violence against women protests.",Concerns over limits on the right to assembly.,">5,000",General public.,2 weeks,No policy/leadership change in response to protests.,,,X,,Thousands,,,,,,London,United Kingdom,Western Europe,7.064,0.038,7.138,6.99,10.707,0.934,72.5,0.859,0.233,0.459,2.43,1.423,1.062,0.757,0.58,0.34,0.306,2.596,0.1479999999999997
306,United Kingdom,Violence against women protest,Mar-21,Free,Widespread sexual harassment and the murder of Sarah Everard.,Anger over pervasive violence and discrimination against women.,">5,000","General public, especially women.",1 day,No policy/leadership change in response to the protest.,,,X,,Thousands,,,,,,London,United Kingdom,Western Europe,7.064,0.038,7.138,6.99,10.707,0.934,72.5,0.859,0.233,0.459,2.43,1.423,1.062,0.757,0.58,0.34,0.306,2.596,0.1479999999999997
307,United Kingdom,Black Lives Matter protests,Jun-20,Free,"Death of George Floyd in the United States, sparking protests against local police brutality and racism in the UK.",Systemic racism in the UK and the country’s imperial legacy.,Tens of thousands,General public.,1 month,The establishment of a government commission to examine racial inequality.,,,X,,Thousands,X,,,,,London,United Kingdom,Western Europe,7.064,0.038,7.138,6.99,10.707,0.934,72.5,0.859,0.233,0.459,2.43,1.423,1.062,0.757,0.58,0.34,0.306,2.596,0.1479999999999997
308,United Kingdom,People’s Vote protests,Jun-18,Free,"Discontent with the state of Brexit negotiations between the British government and the EU, and popular demands for a second Brexit referendum.",Concern over Brexit and its implications.,1 million,General public.,"1 year, 4 months (sporadic)",No policy/leadership change in response to the protests.,,,,,Thousands,,,,,,London,United Kingdom,Western Europe,7.064,0.038,7.138,6.99,10.707,0.934,72.5,0.859,0.233,0.459,2.43,1.423,1.062,0.757,0.58,0.34,0.306,2.596,0.1479999999999997
309,United States,Police brutality protests,May-20,Free,Excessive use of lethal force by police officers against unarmed Black civilians.,"Ongoing police brutality toward communities of Black people, and broader issues of systemic racism.",">1,000,000",General public.,15 months,Multiple local governments have reduced funding for the police. Some of the officers involved in the deaths of George Floyd and Breonna Taylor have been arrested.,,,X,,Over 1 million,X,X,X,X,,"Washington, D.C.",United States,North America and ANZ,6.951,0.049,7.047,6.856,11.023,0.92,68.2,0.837,0.098,0.698,2.43,1.533,1.03,0.621,0.554,0.252,0.154,2.807,0.19099999999999984
310,United States,Electoral protests,Nov-20,Free,Allegations leveled by President Donald Trump and his allies that vote counts were inaccurate and that there had been significant electoral fraud.,"Belief of Trump supporters that Democrats would steal the election, and the call of President-elect Joe Biden supporters for respecting the electoral process and the will of voters.",">1,000",Supporters of Trump and supporters of Biden.,3 months,No policy or leadership change in response to the protests.,,,X,,Thousands,,,,,,"Washington, D.C.",United States,North America and ANZ,6.951,0.049,7.047,6.856,11.023,0.92,68.2,0.837,0.098,0.698,2.43,1.533,1.03,0.621,0.554,0.252,0.154,2.807,0.19099999999999984
311,United States,“Lights for Liberty” protest,Jul-19,Free,Conditions in migrant detention camps.,Opposition to President Donald Trump’s migration policies.,">100,000",Puerto Ricans.,1 day,No policy/leadership change in response to the protests.,,,X,,Thousands,,,,,,"Washington, D.C.",United States,North America and ANZ,6.951,0.049,7.047,6.856,11.023,0.92,68.2,0.837,0.098,0.698,2.43,1.533,1.03,0.621,0.554,0.252,0.154,2.807,0.19099999999999984
312,United States,“Telegramgate” protests,Jul-19,Free,Leak of Puerto Rico government officials’ racist and homophobic messages.,"Continued economic challenges, government mismanagement, and corruption.","500,000",Immigration activists.,1 week,Then Puerto Rican governor Ricardo Rosselló resigned.,,,X,,Thousands,,,,,,"Washington, D.C.",United States,North America and ANZ,6.951,0.049,7.047,6.856,11.023,0.92,68.2,0.837,0.098,0.698,2.43,1.533,1.03,0.621,0.554,0.252,0.154,2.807,0.19099999999999984
313,United States,“Keep Families Together” protest,Jun-18,Free,"President Donald Trump’s “zero tolerance” immigration policy, which separated children from their parents at the U.S. border with Mexico.",Government immigration policy.,">10,000","General public (including protests in all fifty states, with a significant number occurring in regions that had voted for Trump in 2016).",1 day,No policy/leadership change in response to the protests.,,X,,,Hundreds,X,,,,,"Washington, D.C.",United States,North America and ANZ,6.951,0.049,7.047,6.856,11.023,0.92,68.2,0.837,0.098,0.698,2.43,1.533,1.03,0.621,0.554,0.252,0.154,2.807,0.19099999999999984
314,United States,Immigration ban protests,Jan-17,Free,President Donald Trump’s executive order preventing travelers from seven Muslim-majority nations from entering the country.,Concerns over discrimination against Muslims.,">10,000",General public.,3 days,No policy/leadership change in response to the protests.,,,,,Thousands,X,,,,,"Washington, D.C.",United States,North America and ANZ,6.951,0.049,7.047,6.856,11.023,0.92,68.2,0.837,0.098,0.698,2.43,1.533,1.03,0.621,0.554,0.252,0.154,2.807,0.19099999999999984
315,United States,Coronavirus protests,Apr-20,Free,"Extended business closures due to stay-at-home orders, conspiracy theories about vaccines, as well as restrictions on movement.",Economic impacts of statewide shutdowns and political contestation over the threat posed by the virus.,">10,000","Conservative organizers, grassroots groups.",14 months,"Some states, such as Florida and Texas, have consequently began to partially reopen.",,X,X,,Tens of thousands,X,,,X,X,"Washington, D.C.",United States,North America and ANZ,6.951,0.049,7.047,6.856,11.023,0.92,68.2,0.837,0.098,0.698,2.43,1.533,1.03,0.621,0.554,0.252,0.154,2.807,0.19099999999999984
316,United States,Prison protest,Apr-20,Free,Rising number of coronavirus cases in Arizona immigrant detention facilities.,Risk of the coronavirus spreading within prisons or other detention facilities.,>700,Farmers’ organizations.,1 day,No policy/leadership change in response to the protest.,,,X,,Tens of thousands,,,,,,"Washington, D.C.",United States,North America and ANZ,6.951,0.049,7.047,6.856,11.023,0.92,68.2,0.837,0.098,0.698,2.43,1.533,1.03,0.621,0.554,0.252,0.154,2.807,0.19099999999999984
317,Uruguay,Farmer protest,Jan-18,Free,Rising taxes for farmers and rising fuel prices.,Lack of government support for farmers and increasing agriculture costs.,">10,000",Political opposition.,1 day,Then president Tabaré Vázquez met with representatives and announced measures such as reductions for fuel prices and electricity rates.,,,X,,Thousands,,,,,,Montevideo,Uruguay,Latin America and Caribbean,6.431,0.046,6.521,6.341,9.966,0.925,69.1,0.896,-0.092,0.59,2.43,1.164,1.042,0.649,0.625,0.128,0.223,2.6,0.17999999999999972
318,Venezuela,Service delivery protests,Sep-20,Not free,Collapse of gasoline supply chains and degradation of water and energy infrastructure.,"Frustration over the lack of meaningful state action in response to the economic collapse, government corruption, and dilapidated infrastructure.",">1,000","General public, especially those outside of the capital.",4 months,No policy or leadership change in response to the protests.,,X,,X,Thousands,,,,X,,Caracas,Venezuela,Latin America and Caribbean,4.892,0.064,5.017,4.767,9.073,0.861,66.7,0.615,-0.169,0.827,2.43,0.852,0.897,0.574,0.284,0.078,0.072,2.135,0.25
319,Venezuela,January 2019 protests,Jan-19,Not free,Opposition leader Juan Guaidó’s self-declared claim to be the president of Venezuela.,"Economic collapse, corruption, food shortages, brutal government repression of dissidents, and political authoritarianism.",">100,000",General public.,"1 year, 3 months",No policy/leadership change in response to the protests.,,,,,Thousands,,,,,,Caracas,Venezuela,Latin America and Caribbean,4.892,0.064,5.017,4.767,9.073,0.861,66.7,0.615,-0.169,0.827,2.43,0.852,0.897,0.574,0.284,0.078,0.072,2.135,0.25
320,Venezuela,“Mother of All Marches” protests,Apr-17,Not free,Attempt by Venezuelan Supreme Court to dissolve the opposition-controlled legislature.,"Growing authoritarianism, economic crisis, and ensuing food and medicine shortages.","200,000",Working-class citizens who once represented one of the regime’s bastions of support.,3 months,No policy/leadership change in response to the protests.,,,X,,Thousands,,,,,,Caracas,Venezuela,Latin America and Caribbean,4.892,0.064,5.017,4.767,9.073,0.861,66.7,0.615,-0.169,0.827,2.43,0.852,0.897,0.574,0.284,0.078,0.072,2.135,0.25
321,Vietnam,Cybersecurity/special economic zone protests,Jun-18,Not free,"A bill that would allow foreign investors to occupy land in three special economic areas, and a cybersecurity law that would require tech companies to store data of Vietnam-based users in the country.","Fear of growing Chinese influence through special economic zones, concerns over citizens’ privacy and limited freedoms of speech, and the effects of the cybersecurity law on the digital economy’s growth.","50,000","General public, including war veterans.",1 week,The vote on the bill involving special economic zones was delayed until May 2019.,,X,X,,Hundreds,,,,,,Hanoi,Vietnam,Southeast Asia,5.411,0.039,5.488,5.334,8.973,0.85,68.034,0.94,-0.098,0.796,2.43,0.817,0.873,0.616,0.679,0.124,0.091,2.211,0.1540000000000008
322,West Bank,Dissident death protests,Jun-21,Not free,"Death of Nizar Banat, a critic of the Palestinian Authority, while in police custody.","Frustration with the rule of the Palestinian Authority (PA) and its president, Mahmoud Abbas; allegations of corruption; and perceived PA closeness with the Israeli government.",">5,000",General public.,3 months,No policy/leadership change in response to protest.,,,X,,Thousands,,,,,,Ramallah,,,,,,,,,,,,,,,,,,,,,
323,Yemen,Economic crisis protests,Sep-21,Not free,A rapid drop in the value of the Yemeni rial.,Frustration with declining economic conditions and rising insecurity amid ongoing conflict between the govenrment and Houthi rebels.,">1,000","General public, especially residents of the southern regions.",2 months,No policy/leadership change in response to protest.,,X,,,Thousands,,,,,,Sana'a,Yemen,Middle East and North Africa,3.658,0.07,3.794,3.521,7.578,0.832,57.122,0.602,-0.147,0.8,2.43,0.329,0.831,0.272,0.268,0.092,0.089,1.776,0.27300000000000013
324,Yemen,Salary payment protest,Mar-21,Not free,Government’s failure to pay salaries of public sector employees.,Frustration with economic mismanagement and shortfalls in public services.,>500,Retired soldiers and public workers.,1 day,No policy/leadership change in response to protest.,,X,X,,Hundreds,,,,,,Sana'a,Yemen,Middle East and North Africa,3.658,0.07,3.794,3.521,7.578,0.832,57.122,0.602,-0.147,0.8,2.43,0.329,0.831,0.272,0.268,0.092,0.089,1.776,0.27300000000000013
325,Yemen,Cost of living protests,Sep-18,Not free,A decline in the value of the Yemeni rial.,"Anger over the rising cost of living, rapid inflation, and economic mismanagement.",">1,000",General public.,1 month,No policy/leadership change in response to protests.,,,X,,Hundreds,,,X,,,Sana'a,Yemen,Middle East and North Africa,3.658,0.07,3.794,3.521,7.578,0.832,57.122,0.602,-0.147,0.8,2.43,0.329,0.831,0.272,0.268,0.092,0.089,1.776,0.27300000000000013
326,Zimbabwe,Fuel price protest,Jan-19,Not free,"End of government fuel subsidies, and a subsequent price increase of 130 percent.",Frustrations over the rising cost of living and the declining living standards.,">1,000",General public.,1 month,,,X,,,Thousands,,,X,,,Harare,Zimbabwe,Sub-Saharan Africa,3.145,0.058,3.259,3.03,7.943,0.75,56.201,0.677,-0.047,0.821,2.43,0.457,0.649,0.243,0.359,0.157,0.075,1.205,0.2290000000000001
327,Zimbabwe,Electoral protest,Aug-18,Not free,Delay in the announcement of presidential election results.,Concerns over a lack of genuine political pluralism and the political manipulation of the electoral process.,">1,000",General public.,1 week,No policy/leadership change in response to protests.,,,X,,Thousands,,,X,,,Harare,Zimbabwe,Sub-Saharan Africa,3.145,0.058,3.259,3.03,7.943,0.75,56.201,0.677,-0.047,0.821,2.43,0.457,0.649,0.243,0.359,0.157,0.075,1.205,0.2290000000000001
328,Zimbabwe,Mugabe protest,Nov-17,Not free,"Military takeover of power, after which protesters began demanding that then president Robert Mugabe step down.",Desire for political reforms and repression under Mugabe.,">10,000",,1 day,Mugabe stepped down and was replaced by Emmerson Mnangagwa.,,X,,,Thousands,,,,,,Harare,Zimbabwe,Sub-Saharan Africa,3.145,0.058,3.259,3.03,7.943,0.75,56.201,0.677,-0.047,0.821,2.43,0.457,0.649,0.243,0.359,0.157,0.075,1.205,0.2290000000000001
